original_time,start_time,end_time,speech,price_change,volatility
2022-07-27 18:30:00,2022-07-27 19:13:00,2022-07-27 19:14:00," and all that kind of thing. Yeah, we were trying to avoid a tantrum because they can be quite destructive. They can tighten financial conditions and not the economy off-kilter. And when it happens, you have to, really in both 13 and 18, really had consequences for the real economy, you know, two, three, four months later. So we were trying to avoid that. That was part of it. Again, I don't think that's the real issue of 2020 and 21 was just trying to understand what was happening with the reopening economy. That was where the big uncertainty was. And, you know, our view was that the supply side issues would get better, that, you know, that people would go back to work, that labor force participation would come back. Everyone would get vaccinated. Schools would open. Kids would be in school. And labor force participation would jump back up. You know, that's what we were, that was a pretty very broadly thought to be the case. You know, these supply side issues would get solved reasonably quickly and they just haven't. They still haven't. That's really the learning I think.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:14:00,2022-07-27 19:15:00," think is around how complicated these supply side issues can be. We haven't seen this before in a long, long time. And so that's really what accounts for the pace at which we moved. And when inflation changed direction really in October, we've moved quickly since then. I think people would agree. But before then, inflation was coming down months by months and we kind of thought we had the story, probably had the story right. But then I think in October, you started to see a range of data that said, no, this is a much stronger economy and much higher inflation than we've been thinking. And again, we pivoted. And here we are. Nancy Marshall-Genser with Marketplace. Chipotle, I just want to pin you down a little bit more on the issue of recession. So if we get a negative GDP number tomorrow for the second quarter, would the Fed consider the US in a recession? And just remind us, what is your definition?",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:15:00,2022-07-27 19:16:00," or this start of a recession? So the Fed doesn't make a judgment on that. We're focused on the dual mandate and using our tools to achieve maximum employment and price stability. We don't say there is now a recession, that kind of thing. So that wouldn't be something we do. We would look at the data tomorrow, and we'll note out we'll look at it very carefully and draw whatever implications we can. As I mentioned though, if you think about what a recession really is, it's a broad base to client across many industries that sustain for more than a couple of months, and there are a bunch of specific tests. And this doesn't seem like that now. What we have right now doesn't seem like that. And the real reason is that the labor market is just sending such a signal of economic strength that it makes you really question the GDP data. But again, that's not a decision that we make. And we won't reach a conclusion one way or another on that.",0.0,0.0019969047975638044
2022-07-27 18:30:00,2022-07-27 19:16:00,2022-07-27 19:17:00," Thank you very much Simon or Benavitch with the economist. You said that some softening in the labor market is needed. Within the Fed there are staff economists who argued that Nyru, the noninflationary rate of unemployment, might be as high as 5% to 6% right now, which obviously is a lot higher than the current rate of 3.6. What's your assessment of Nyru? Is that something that came up in discussion with the committee? I think broadly a lot of economists think that the national rate of unemployment will have moved up to some significant extent above where we think it was before. The reason is it's the usual matching issue where batching has become less effective in that kind of thing when you have a turbulent downturn in the big switches in demand from services to goods and all that. So it could be higher and my own instinct is...",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:17:00,2022-07-27 19:18:00," is that the natural rate of unemployment is higher. Of course, I would add that we don't know it. We can never know where these star-variable goals are in real time with any confidence, but I would say it must have moved up materially. And but the other side of that is, as all these jobs get created and people go back to work and unemployment is so low, I think you could, in principle, you could see it coming back down pretty significantly. And that would also, by the way, take pressure off of inflation, because that gap, it's the gap between actual unemployment and the natural rate that really is relevant for, the negative slack we have in the economy by the over-tight labor market. So if you wouldn't observe this, it's an unobservable, but you could actually be seeing inflation or pressure's coming down if that does happen. And we don't control that, but that's something that, logically, if the pandemic and the disorder in the labor market.",0.0013716269685545,0.0
2022-07-27 18:30:00,2022-07-27 19:18:00,2022-07-27 19:19:00," it caused the natural rate to move up, then as the labor market settles down in principle, you should see it move back down. Thank you Chair, probably Jeff Cox from CNBC.com. Just a question about, I hate to keep banging the drum about recession, but most of the polls that we're seeing now from the public, people believe that we're already in a recession or heading for one, economists pretty much the same thing. They're being told by folks like you and the administration that we're not in a recession or we're not heading for a recession. Frankly, coming from the same people who have told them that inflation was transitory, telling them now that we're not heading for a recession. So what would you tell the public to reassure them now that you feel confident in your forecast going forward and the Fed is ready to respond to a potential downturn in the economy? No, all I've really said is I don't think it's likely that the U.S. economy is in a recession.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:19:00,2022-07-27 19:20:00," now, and I've explained why that is the case. It's because you do see a very strong labor market, and I think the public will see that as well. You know, going forward, what we've seen is a slowing in spending, as I mentioned. We've seen the very beginnings of perhaps a slight lessening in the tightness of the labor market, but it would only be the beginnings. And I mentioned that I also said that our goal is to bring inflation down and have a so-called soft landing by which I mean landing that doesn't require a significant increase, a really significant increase in unemployment. We're trying to achieve that. I've said on many occasions that we understand that's going to be quite challenging and that it's gotten more challenging over recent months. Thanks, Chair Powell. Kyle Campbell with American B-",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:20:00,2022-07-27 19:21:00," anchor. The FOMC has historically tried to avoid the kind of rapid monetary policy tightening that has happened so far this year. How concerned are you that the rate hikes that we've seen thus far might increase risks to financial stability, not just domestically but globally? I mean, there are precedents for the FOMC moving very quickly, for example, 1994, 1980, even or so. So we've been known to do that when it's the appropriate thing to do. And this year it clearly is. I would say that given how quickly we've moved, I'm gratified that, well, that basically markets have been working. They've been orderly. There's been some volatility, but that's only to be expected. For a financial stability perspective, you know, asset values are down, which in some sense lowers vulnerabilities. It's when they're really high that you would worry that they're vulnerable.",0.0,0.0025205260662325567
2022-07-27 18:30:00,2022-07-27 19:21:00,2022-07-27 19:22:00," vulnerable to a fall, actually many asset values have come down. I think you've got a well-capitalized banking system. I think you have households are generally in about a strong financial shape as they've been in a very long time, or perhaps ever, given what the money that some people's balance sheets. So you have a pretty, from a financial stability standpoint, you have a pretty decent picture. Now, the macroeconomic, there are plenty of macroeconomic issues that don't rise to the level of financial stability concerns. By financial stability, we think of that as things that might undermine the working of the financial system, so big, serious things. That's not to say that people at the lower end of the income spectrum are suffering, because they are. They're suffering from high inflation. They're going to the grocery store and finding that, in many cases, their paycheck doesn't cover the food. They're accustomed to buying. We're seeing actual real decals.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:22:00,2022-07-27 19:23:00," lines in food consumption and it's very concerning. It's very unfortunate and that's why we're really committed to bringing down inflation. One of the reasons. Food and Mark, last question. Thank you, Mr. Chairman, Mark Cameron with Bank Rate. I can remember when you held your first news conference and you vowed to be a very plain spoken Chairman and we're thinking today about the impacts of Fed policy on individuals as well. What would you say to individuals or households who may yet lose their jobs in this tightening cycle in the fight against inflation as they try to translate what Fed policy means to them in this complicated economic landscape? Thank you. So I guess the first thing I would say to every household is that we know that inflation is too high. We understand how painful it is particularly for people who are living paycheck to paycheck and spend most of that paycheck.",0.0010675676526261998,0.0
2022-07-27 18:30:00,2022-07-27 19:23:00,2022-07-27 19:24:00, on necessities such as food and gas and heating their homes and clothing and things like that. We do understand that those people suffer the most. Middle class and better off people have some resources where they can absorb these things but many people don't have those resources. So you know we it is our job. It is our institutional role. We are assigned uniquely and unconditionally the obligation of providing price stability to the American people and we're going to use our tools to do that. As I mentioned there will be some in all likelihood some slow some softening in labor market conditions. We need growth to slow to below potential growth. We don't want to you know we don't want this to be bigger than it needs to be but ultimately if you think about the medium and longer term price stability is the thing that makes the whole economy work. It's what can...,0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:24:00,2022-07-27 19:24:25," can give us a strong labor market and wages that aren't being eaten up by high inflation. If you talk to people, again, people who are making wages, relatively low wages, they're the ones who are suffering the most from inflation. So it's all the more reason why we need to move on this. Thank you very much.",0.0,0.0
